,Subject,Condition,Time,Length,AUC,Percent_intrusion
524,36LSA,DecodingThink,9,5,0.49528032036613273,
525,36LSA,DecodingThink,10,1,0.5454805491990846,
526,36LSA,DecodingThink,10,2,0.5863844393592678,
527,36LSA,DecodingThink,10,3,0.6011155606407322,
528,36LSA,DecodingThink,10,4,0.5499141876430205,
529,36LSA,DecodingThink,10,5,0.5308924485125858,
530,36LSA,DecodingThink,11,1,0.5303203661327232,
531,36LSA,DecodingThink,11,2,0.568649885583524,
532,36LSA,DecodingThink,11,3,0.568220823798627,
533,36LSA,DecodingThink,11,4,0.5203089244851258,
534,36LSA,DecodingThink,11,5,0.5144450800915332,
535,36LSA,DecodingThink,12,1,0.5191647597254005,
536,36LSA,DecodingThink,12,2,0.5371853546910755,
537,36LSA,DecodingThink,12,3,0.49070366132723114,
538,36LSA,DecodingThink,12,4,0.5197368421052632,
539,36LSA,DecodingThink,12,5,0.5032894736842105,
540,36LSA,DecodingThink,13,1,0.5376144164759725,
541,36LSA,DecodingThink,13,2,0.43978832951945085,
542,36LSA,DecodingThink,13,3,0.5592105263157895,
543,36LSA,DecodingThink,13,4,0.5197368421052632,
544,36LSA,DecodingThink,13,5,0.5032894736842105,
545,36LSA,DecodingThink,14,1,0.5251716247139588,
546,36LSA,DecodingThink,14,2,0.5261727688787187,
547,36LSA,DecodingThink,14,3,0.5230263157894737,
548,36LSA,DecodingThink,14,4,0.5098684210526315,
549,36LSA,DecodingThink,14,5,0.5,
550,36LSA,DecodingThink,15,1,0.5580663615560641,
551,36LSA,DecodingThink,15,2,0.4523741418764302,
552,36LSA,DecodingThink,15,3,0.5012871853546911,
553,36LSA,DecodingThink,15,4,0.506578947368421,
554,36LSA,DecodingThink,15,5,0.5,
555,36LSA,DecodingThink,16,1,0.544908466819222,
556,36LSA,DecodingThink,16,2,0.49385011441647597,
557,36LSA,DecodingThink,16,3,0.4558066361556064,
558,36LSA,DecodingThink,16,4,0.5012871853546911,
559,36LSA,DecodingThink,16,5,0.48812929061784893,
560,36LSA,DecodingThink,17,1,0.5672196796338673,
561,36LSA,DecodingThink,17,2,0.4851258581235698,
562,36LSA,DecodingThink,17,3,0.49856979405034324,
563,36LSA,DecodingThink,17,4,0.470966819221968,
564,36LSA,DecodingThink,17,5,0.5131578947368421,
565,36LSA,DecodingThink,18,1,0.4974256292906179,
566,36LSA,DecodingThink,18,2,0.5413329519450801,
567,36LSA,DecodingThink,18,3,0.5131578947368421,
568,36LSA,DecodingThink,18,4,0.5,
569,36LSA,DecodingThink,18,5,0.5,
570,36LSA,DecodingThink,19,1,0.4691075514874142,
571,36LSA,DecodingThink,19,2,0.4273455377574371,
572,36LSA,DecodingThink,19,3,0.4795480549199085,
573,36LSA,DecodingThink,19,4,0.48812929061784893,
574,36LSA,DecodingThink,19,5,0.5032894736842105,
575,36LSA,DecodingThink,20,1,0.5823798627002288,
576,36LSA,DecodingThink,20,2,0.4054633867276888,
577,36LSA,DecodingThink,20,3,0.5170194508009153,
578,36LSA,DecodingThink,20,4,0.5045766590389016,
579,36LSA,DecodingThink,20,5,0.48812929061784893,
580,36LSA,DecodingThink,21,1,0.534324942791762,
581,36LSA,DecodingThink,21,2,0.5360411899313501,
582,36LSA,DecodingThink,21,3,0.4459382151029749,
583,36LSA,DecodingThink,21,4,0.5032894736842105,
584,36LSA,DecodingThink,21,5,0.5032894736842105,
585,36LSA,DecodingThink,22,1,0.6291475972540046,
586,36LSA,DecodingThink,22,2,0.5128718535469108,
587,36LSA,DecodingThink,22,3,0.477545766590389,
588,36LSA,DecodingThink,22,4,0.46967963386727696,
589,36LSA,DecodingThink,22,5,0.4782608695652174,
590,36LSA,DecodingThink,23,1,0.5454805491990846,
591,36LSA,DecodingThink,23,2,0.4568077803203662,
592,36LSA,DecodingThink,23,3,0.4149027459954233,
593,36LSA,DecodingThink,23,4,0.5045766590389016,
594,36LSA,DecodingThink,23,5,0.5164473684210527,
595,36LSA,DecodingThink,24,1,0.5237414187643021,
596,36LSA,DecodingThink,24,2,0.4975686498855836,
597,36LSA,DecodingThink,24,3,0.5327517162471397,
598,36LSA,DecodingThink,24,4,0.5091533180778032,
599,36LSA,DecodingThink,24,5,0.5045766590389016,
600,36LSA,DecodingThink,25,1,0.5487700228832951,
601,36LSA,DecodingThink,25,2,0.512728832951945,
602,36LSA,DecodingThink,25,3,0.5860983981693364,
603,36LSA,DecodingThink,25,4,0.5473398169336384,
604,36LSA,DecodingThink,25,5,0.5361842105263158,
605,36LSA,DecodingThink,26,1,0.4934210526315789,
606,36LSA,DecodingThink,26,2,0.5527745995423341,
607,36LSA,DecodingThink,26,3,0.549771167048055,
608,36LSA,DecodingThink,26,4,0.4912757437070938,
609,36LSA,DecodingThink,26,5,0.49070366132723114,
610,36LSA,DecodingThink,27,1,0.5368993135011442,
611,36LSA,DecodingThink,27,2,0.534324942791762,
612,36LSA,DecodingThink,27,3,0.5516304347826086,
613,36LSA,DecodingThink,27,4,0.5537757437070937,
614,36LSA,DecodingThink,27,5,0.49528032036613273,
615,36LSA,DecodingThink,28,1,0.5368993135011442,
616,36LSA,DecodingThink,28,2,0.5191647597254005,
617,36LSA,DecodingThink,28,3,0.5574942791762014,
618,36LSA,DecodingThink,28,4,0.4931350114416476,
619,36LSA,DecodingThink,28,5,0.4958524027459954,
620,36LSA,DecodingThink,29,1,0.5368993135011442,
621,36LSA,DecodingThink,29,2,0.5540617848970252,
622,36LSA,DecodingThink,29,3,0.579233409610984,
623,36LSA,DecodingThink,29,4,0.6511727688787186,
624,36LSA,DecodingThink,29,5,0.657179633867277,
625,37BMA,DecodingThink,5,1,0.396551724137931,
626,37BMA,DecodingThink,5,2,0.5670498084291188,
627,37BMA,DecodingThink,5,3,0.510536398467433,
628,37BMA,DecodingThink,5,4,0.5277777777777778,
629,37BMA,DecodingThink,5,5,0.5277777777777778,
630,37BMA,DecodingThink,6,1,0.45114942528735635,
631,37BMA,DecodingThink,6,2,0.5191570881226053,
632,37BMA,DecodingThink,6,3,0.510536398467433,
633,37BMA,DecodingThink,6,4,0.4942528735632184,
634,37BMA,DecodingThink,6,5,0.5,
635,37BMA,DecodingThink,7,1,0.5076628352490421,
636,37BMA,DecodingThink,7,2,0.5354406130268199,
637,37BMA,DecodingThink,7,3,0.49137931034482757,
638,37BMA,DecodingThink,7,4,0.5,
639,37BMA,DecodingThink,7,5,0.5,
640,37BMA,DecodingThink,8,1,0.4990421455938697,
641,37BMA,DecodingThink,8,2,0.503831417624521,
642,37BMA,DecodingThink,8,3,0.47413793103448276,
643,37BMA,DecodingThink,8,4,0.49712643678160917,
644,37BMA,DecodingThink,8,5,0.49712643678160917,
645,37BMA,DecodingThink,9,1,0.45881226053639845,
646,37BMA,DecodingThink,9,2,0.5210727969348659,
647,37BMA,DecodingThink,9,3,0.45881226053639845,
648,37BMA,DecodingThink,9,4,0.5076628352490422,
649,37BMA,DecodingThink,9,5,0.4942528735632184,
650,37BMA,DecodingThink,10,1,0.5057471264367817,
651,37BMA,DecodingThink,10,2,0.5862068965517242,
652,37BMA,DecodingThink,10,3,0.4597701149425288,
653,37BMA,DecodingThink,10,4,0.4952107279693487,
654,37BMA,DecodingThink,10,5,0.5019157088122606,
655,37BMA,DecodingThink,11,1,0.48084291187739464,
656,37BMA,DecodingThink,11,2,0.47988505747126436,
657,37BMA,DecodingThink,11,3,0.5239463601532567,
658,37BMA,DecodingThink,11,4,0.46264367816091956,
659,37BMA,DecodingThink,11,5,0.4942528735632184,
660,37BMA,DecodingThink,12,1,0.5114942528735632,
661,37BMA,DecodingThink,12,2,0.5296934865900383,
662,37BMA,DecodingThink,12,3,0.5258620689655172,
663,37BMA,DecodingThink,12,4,0.48946360153256707,
664,37BMA,DecodingThink,12,5,0.4818007662835249,
665,37BMA,DecodingThink,13,1,0.4559386973180077,
666,37BMA,DecodingThink,13,2,0.5459770114942528,
667,37BMA,DecodingThink,13,3,0.47988505747126436,
668,37BMA,DecodingThink,13,4,0.4942528735632184,
669,37BMA,DecodingThink,13,5,0.5,
670,37BMA,DecodingThink,14,1,0.5545977011494253,
671,37BMA,DecodingThink,14,2,0.4540229885057472,
672,37BMA,DecodingThink,14,3,0.5191570881226053,
673,37BMA,DecodingThink,14,4,0.5,
674,37BMA,DecodingThink,14,5,0.5,
675,37BMA,DecodingThink,15,1,0.5019157088122606,
676,37BMA,DecodingThink,15,2,0.5239463601532567,
677,37BMA,DecodingThink,15,3,0.48563218390804597,
678,37BMA,DecodingThink,15,4,0.5,
679,37BMA,DecodingThink,15,5,0.5,
680,37BMA,DecodingThink,16,1,0.5162835249042146,
681,37BMA,DecodingThink,16,2,0.5134099616858238,
682,37BMA,DecodingThink,16,3,0.47413793103448276,
683,37BMA,DecodingThink,16,4,0.49137931034482757,
684,37BMA,DecodingThink,16,5,0.49712643678160917,
685,37BMA,DecodingThink,17,1,0.5057471264367817,
686,37BMA,DecodingThink,17,2,0.4559386973180076,
687,37BMA,DecodingThink,17,3,0.5488505747126438,
688,37BMA,DecodingThink,17,4,0.5220306513409962,
689,37BMA,DecodingThink,17,5,0.4942528735632184,
690,37BMA,DecodingThink,18,1,0.5057471264367817,
691,37BMA,DecodingThink,18,2,0.4396551724137931,
692,37BMA,DecodingThink,18,3,0.46072796934865895,
693,37BMA,DecodingThink,18,4,0.4281609195402299,
694,37BMA,DecodingThink,18,5,0.46839080459770116,
695,37BMA,DecodingThink,19,1,0.4923371647509579,
696,37BMA,DecodingThink,19,2,0.4406130268199234,
697,37BMA,DecodingThink,19,3,0.48946360153256707,
698,37BMA,DecodingThink,19,4,0.5019157088122606,
699,37BMA,DecodingThink,19,5,0.4942528735632184,
700,37BMA,DecodingThink,20,1,0.5057471264367817,
701,37BMA,DecodingThink,20,2,0.3888888888888889,
702,37BMA,DecodingThink,20,3,0.4492337164750958,
703,37BMA,DecodingThink,20,4,0.4990421455938697,
704,37BMA,DecodingThink,20,5,0.5162835249042146,
705,37BMA,DecodingThink,21,1,0.48084291187739464,
706,37BMA,DecodingThink,21,2,0.46551724137931033,
707,37BMA,DecodingThink,21,3,0.48084291187739464,
708,37BMA,DecodingThink,21,4,0.514367816091954,
709,37BMA,DecodingThink,21,5,0.46839080459770116,
710,37BMA,DecodingThink,22,1,0.514367816091954,
711,37BMA,DecodingThink,22,2,0.5450191570881227,
712,37BMA,DecodingThink,22,3,0.5938697318007662,
713,37BMA,DecodingThink,22,4,0.5134099616858238,
714,37BMA,DecodingThink,22,5,0.49712643678160917,
715,37BMA,DecodingThink,23,1,0.48084291187739464,
716,37BMA,DecodingThink,23,2,0.4454022988505747,
717,37BMA,DecodingThink,23,3,0.45977011494252873,
718,37BMA,DecodingThink,23,4,0.4549808429118774,
719,37BMA,DecodingThink,23,5,0.4731800766283525,
720,37BMA,DecodingThink,24,1,0.5,
721,37BMA,DecodingThink,24,2,0.47988505747126436,
722,37BMA,DecodingThink,24,3,0.5498084291187739,
723,37BMA,DecodingThink,24,4,0.4827586206896552,
724,37BMA,DecodingThink,24,5,0.4942528735632184,
725,37BMA,DecodingThink,25,1,0.4616858237547892,
726,37BMA,DecodingThink,25,2,0.49233716475095785,
727,37BMA,DecodingThink,25,3,0.4454022988505747,
728,37BMA,DecodingThink,25,4,0.49137931034482757,
729,37BMA,DecodingThink,25,5,0.49712643678160917,
730,37BMA,DecodingThink,26,1,0.4559386973180076,
731,37BMA,DecodingThink,26,2,0.4818007662835249,
732,37BMA,DecodingThink,26,3,0.38122605363984674,
733,37BMA,DecodingThink,26,4,0.4540229885057471,
734,37BMA,DecodingThink,26,5,0.4827586206896552,
735,37BMA,DecodingThink,27,1,0.4444444444444444,
736,37BMA,DecodingThink,27,2,0.40900383141762453,
737,37BMA,DecodingThink,27,3,0.4386973180076628,
738,37BMA,DecodingThink,27,4,0.4645593869731801,
739,37BMA,DecodingThink,27,5,0.4770114942528736,
740,37BMA,DecodingThink,28,1,0.48084291187739464,
741,37BMA,DecodingThink,28,2,0.4971264367816092,
742,37BMA,DecodingThink,28,3,0.5450191570881227,
743,37BMA,DecodingThink,28,4,0.4434865900383142,
744,37BMA,DecodingThink,28,5,0.4846743295019157,
745,37BMA,DecodingThink,29,1,0.48084291187739464,
746,37BMA,DecodingThink,29,2,0.5,
747,37BMA,DecodingThink,29,3,0.4022988505747126,
748,37BMA,DecodingThink,29,4,0.431992337164751,
749,37BMA,DecodingThink,29,5,0.48659003831417624,
750,38MAX,DecodingThink,5,1,0.4843633655994043,
751,38MAX,DecodingThink,5,2,0.4644452717795979,
752,38MAX,DecodingThink,5,3,0.4977661950856292,
753,38MAX,DecodingThink,5,4,0.49050632911392406,
754,38MAX,DecodingThink,5,5,0.49683544303797467,
755,38MAX,DecodingThink,6,1,0.4690990320178704,
756,38MAX,DecodingThink,6,2,0.509307520476545,
757,38MAX,DecodingThink,6,3,0.5,
758,38MAX,DecodingThink,6,4,0.5,
759,38MAX,DecodingThink,6,5,0.5,
760,38MAX,DecodingThink,7,1,0.5521221146686521,
761,38MAX,DecodingThink,7,2,0.5154504839910649,
762,38MAX,DecodingThink,7,3,0.5020476545048399,
763,38MAX,DecodingThink,7,4,0.5147058823529411,
764,38MAX,DecodingThink,7,5,0.5,
765,38MAX,DecodingThink,8,1,0.48175725986597173,
766,38MAX,DecodingThink,8,2,0.43335815338793743,
767,38MAX,DecodingThink,8,3,0.48417721518987344,
768,38MAX,DecodingThink,8,4,0.49683544303797467,
769,38MAX,DecodingThink,8,5,0.5,
770,38MAX,DecodingThink,9,1,0.47728965003723006,
771,38MAX,DecodingThink,9,2,0.5519359642591214,
772,38MAX,DecodingThink,9,3,0.5156366344005956,
773,38MAX,DecodingThink,9,4,0.5441176470588235,
774,38MAX,DecodingThink,9,5,0.5147058823529411,
775,38MAX,DecodingThink,10,1,0.5026061057334326,
776,38MAX,DecodingThink,10,2,0.48696947133283697,
777,38MAX,DecodingThink,10,3,0.5072598659717051,
778,38MAX,DecodingThink,10,4,0.5083767684288905,
779,38MAX,DecodingThink,10,5,0.5,
780,38MAX,DecodingThink,11,1,0.4875279225614296,
781,38MAX,DecodingThink,11,2,0.5134028294862248,
782,38MAX,DecodingThink,11,3,0.511169024571854,
783,38MAX,DecodingThink,11,4,0.5124720774385704,
784,38MAX,DecodingThink,11,5,0.5052122114668652,
785,38MAX,DecodingThink,12,1,0.5243857036485481,
786,38MAX,DecodingThink,12,2,0.5578927773641102,
787,38MAX,DecodingThink,12,3,0.52066269545793,
788,38MAX,DecodingThink,12,4,0.5104244229337305,
789,38MAX,DecodingThink,12,5,0.49683544303797467,
790,38MAX,DecodingThink,13,1,0.5402084884586745,
791,38MAX,DecodingThink,13,2,0.43093819806403577,
792,38MAX,DecodingThink,13,3,0.4724497393894267,
793,38MAX,DecodingThink,13,4,0.5083767684288905,
794,38MAX,DecodingThink,13,5,0.49683544303797467,
795,38MAX,DecodingThink,14,1,0.4908786299329858,
796,38MAX,DecodingThink,14,2,0.5761355174981384,
797,38MAX,DecodingThink,14,3,0.5072598659717051,
798,38MAX,DecodingThink,14,4,0.5,
799,38MAX,DecodingThink,14,5,0.5,
800,38MAX,DecodingThink,15,1,0.462397617274758,
801,38MAX,DecodingThink,15,2,0.4908786299329858,
802,38MAX,DecodingThink,15,3,0.509307520476545,
803,38MAX,DecodingThink,15,4,0.526247207743857,
804,38MAX,DecodingThink,15,5,0.526247207743857,
805,38MAX,DecodingThink,16,1,0.47486969471332835,
806,38MAX,DecodingThink,16,2,0.45122859270290394,
807,38MAX,DecodingThink,16,3,0.522524199553239,
808,38MAX,DecodingThink,16,4,0.4819434102755026,
809,38MAX,DecodingThink,16,5,0.4925539836187639,
810,38MAX,DecodingThink,17,1,0.4979523454951601,
811,38MAX,DecodingThink,17,2,0.47505584512285925,
812,38MAX,DecodingThink,17,3,0.5495160089352196,
813,38MAX,DecodingThink,17,4,0.5498883097542815,
814,38MAX,DecodingThink,17,5,0.5102382725241995,
815,38MAX,DecodingThink,18,1,0.4864110201042442,
816,38MAX,DecodingThink,18,2,0.5078183172002978,
817,38MAX,DecodingThink,18,3,0.5400223380491438,
818,38MAX,DecodingThink,18,4,0.5448622486969471,
819,38MAX,DecodingThink,18,5,0.5145197319434103,
820,38MAX,DecodingThink,19,1,0.5063291139240507,
821,38MAX,DecodingThink,19,2,0.49609084139985105,
822,38MAX,DecodingThink,19,3,0.5577066269545794,
823,38MAX,DecodingThink,19,4,0.541511541325391,
824,38MAX,DecodingThink,19,5,0.5102382725241995,
825,38MAX,DecodingThink,20,1,0.509493670886076,
826,38MAX,DecodingThink,20,2,0.5024199553239017,
827,38MAX,DecodingThink,20,3,0.5588235294117647,
828,38MAX,DecodingThink,20,4,0.48585256887565154,
829,38MAX,DecodingThink,20,5,0.501861504095309,
830,38MAX,DecodingThink,21,1,0.5137751303052867,
831,38MAX,DecodingThink,21,2,0.5403946388682055,
832,38MAX,DecodingThink,21,3,0.526433358153388,
833,38MAX,DecodingThink,21,4,0.5152643335815338,
834,38MAX,DecodingThink,21,5,0.5208488458674609,
835,38MAX,DecodingThink,22,1,0.4979523454951601,
836,38MAX,DecodingThink,22,2,0.4637006701414743,
837,38MAX,DecodingThink,22,3,0.4584884586746091,
838,38MAX,DecodingThink,22,4,0.49032017870439315,
839,38MAX,DecodingThink,22,5,0.47468354430379744,
840,38MAX,DecodingThink,23,1,0.4864110201042442,
841,38MAX,DecodingThink,23,2,0.5593819806403574,
842,38MAX,DecodingThink,23,3,0.5476545048399106,
843,38MAX,DecodingThink,23,4,0.4966492926284437,
844,38MAX,DecodingThink,23,5,0.5083767684288905,
845,38MAX,DecodingThink,24,1,0.4979523454951601,
846,38MAX,DecodingThink,24,2,0.5290394638868205,
847,38MAX,DecodingThink,24,3,0.4668652271034996,
848,38MAX,DecodingThink,24,4,0.4681682799702159,
849,38MAX,DecodingThink,24,5,0.4925539836187639,
850,38MAX,DecodingThink,25,1,0.4979523454951601,
851,38MAX,DecodingThink,25,2,0.470029784065525,
852,38MAX,DecodingThink,25,3,0.48883097542814596,
853,38MAX,DecodingThink,25,4,0.4704020848845867,
854,38MAX,DecodingThink,25,5,0.4873417721518987,
855,38MAX,DecodingThink,26,1,0.5063291139240507,
856,38MAX,DecodingThink,26,2,0.4877140729709606,
857,38MAX,DecodingThink,26,3,0.4884586746090842,
858,38MAX,DecodingThink,26,4,0.49627699180938195,
859,38MAX,DecodingThink,26,5,0.5050260610573344,
860,38MAX,DecodingThink,27,1,0.5063291139240507,
861,38MAX,DecodingThink,27,2,0.5340655249441549,
862,38MAX,DecodingThink,27,3,0.5832092330603127,
863,38MAX,DecodingThink,27,4,0.5385331347728965,
864,38MAX,DecodingThink,27,5,0.5387192851824274,
865,38MAX,DecodingThink,28,1,0.509493670886076,
866,38MAX,DecodingThink,28,2,0.5422561429635145,
867,38MAX,DecodingThink,28,3,0.5366716306775875,
868,38MAX,DecodingThink,28,4,0.5340655249441549,
869,38MAX,DecodingThink,28,5,0.5658972449739389,
870,38MAX,DecodingThink,29,1,0.5126582278481013,
871,38MAX,DecodingThink,29,2,0.5487714072970961,
872,38MAX,DecodingThink,29,3,0.5348101265822784,
873,38MAX,DecodingThink,29,4,0.5815338793745346,
874,38MAX,DecodingThink,29,5,0.5228965003723007,
875,39BDA,DecodingThink,5,1,0.5074404761904762,
876,39BDA,DecodingThink,5,2,0.5228174603174603,
877,39BDA,DecodingThink,5,3,0.5024801587301587,
878,39BDA,DecodingThink,5,4,0.5183531746031746,
879,39BDA,DecodingThink,5,5,0.5084325396825397,
880,39BDA,DecodingThink,6,1,0.5376984126984127,
881,39BDA,DecodingThink,6,2,0.5133928571428571,
882,39BDA,DecodingThink,6,3,0.5347222222222223,
883,39BDA,DecodingThink,6,4,0.5540674603174602,
884,39BDA,DecodingThink,6,5,0.4965277777777778,
885,39BDA,DecodingThink,7,1,0.5505952380952381,
886,39BDA,DecodingThink,7,2,0.5530753968253969,
887,39BDA,DecodingThink,7,3,0.5684523809523809,
888,39BDA,DecodingThink,7,4,0.535218253968254,
889,39BDA,DecodingThink,7,5,0.5049603174603174,
890,39BDA,DecodingThink,8,1,0.5124007936507937,
891,39BDA,DecodingThink,8,2,0.5238095238095238,
892,39BDA,DecodingThink,8,3,0.5491071428571429,
893,39BDA,DecodingThink,8,4,0.5322420634920636,
894,39BDA,DecodingThink,8,5,0.5203373015873016,
895,39BDA,DecodingThink,9,1,0.49702380952380953,
896,39BDA,DecodingThink,9,2,0.5342261904761905,
897,39BDA,DecodingThink,9,3,0.533234126984127,
898,39BDA,DecodingThink,9,4,0.5406746031746033,
899,39BDA,DecodingThink,9,5,0.5203373015873016,
900,39BDA,DecodingThink,10,1,0.5406746031746031,
901,39BDA,DecodingThink,10,2,0.6041666666666666,
902,39BDA,DecodingThink,10,3,0.5381944444444444,
903,39BDA,DecodingThink,10,4,0.5183531746031746,
904,39BDA,DecodingThink,10,5,0.5084325396825397,
905,39BDA,DecodingThink,11,1,0.5148809523809523,
906,39BDA,DecodingThink,11,2,0.5595238095238095,
907,39BDA,DecodingThink,11,3,0.5208333333333334,
908,39BDA,DecodingThink,11,4,0.5659722222222222,
909,39BDA,DecodingThink,11,5,0.5252976190476191,
910,39BDA,DecodingThink,12,1,0.5967261904761905,
911,39BDA,DecodingThink,12,2,0.5183531746031746,
912,39BDA,DecodingThink,12,3,0.5079365079365079,
913,39BDA,DecodingThink,12,4,0.5119047619047619,
914,39BDA,DecodingThink,12,5,0.5,
915,39BDA,DecodingThink,13,1,0.53125,
916,39BDA,DecodingThink,13,2,0.4826388888888889,
917,39BDA,DecodingThink,13,3,0.4965277777777778,
918,39BDA,DecodingThink,13,4,0.4965277777777778,
919,39BDA,DecodingThink,13,5,0.5,
920,39BDA,DecodingThink,14,1,0.4593253968253968,
921,39BDA,DecodingThink,14,2,0.470734126984127,
922,39BDA,DecodingThink,14,3,0.5049603174603174,
923,39BDA,DecodingThink,14,4,0.5084325396825397,
924,39BDA,DecodingThink,14,5,0.4965277777777778,
925,39BDA,DecodingThink,15,1,0.49503968253968256,
926,39BDA,DecodingThink,15,2,0.4623015873015872,
927,39BDA,DecodingThink,15,3,0.4890873015873016,
928,39BDA,DecodingThink,15,4,0.4791666666666667,
929,39BDA,DecodingThink,15,5,0.4930555555555556,
930,39BDA,DecodingThink,16,1,0.4955357142857143,
931,39BDA,DecodingThink,16,2,0.4826388888888889,
932,39BDA,DecodingThink,16,3,0.4692460317460317,
933,39BDA,DecodingThink,16,4,0.4489087301587301,
934,39BDA,DecodingThink,16,5,0.4563492063492063,
935,39BDA,DecodingThink,17,1,0.49851190476190477,
936,39BDA,DecodingThink,17,2,0.49404761904761907,
937,39BDA,DecodingThink,17,3,0.46726190476190477,
938,39BDA,DecodingThink,17,4,0.44692460317460325,
939,39BDA,DecodingThink,17,5,0.46676587301587297,
940,39BDA,DecodingThink,18,1,0.513888888888889,
941,39BDA,DecodingThink,18,2,0.5625,
942,39BDA,DecodingThink,18,3,0.5461309523809524,
943,39BDA,DecodingThink,18,4,0.5009920634920635,
944,39BDA,DecodingThink,18,5,0.5014880952380952,
945,39BDA,DecodingThink,19,1,0.4742063492063492,
946,39BDA,DecodingThink,19,2,0.43799603174603174,
947,39BDA,DecodingThink,19,3,0.49801587301587297,
948,39BDA,DecodingThink,19,4,0.5084325396825397,
949,39BDA,DecodingThink,19,5,0.5,
950,39BDA,DecodingThink,20,1,0.529265873015873,
951,39BDA,DecodingThink,20,2,0.49553571428571436,
952,39BDA,DecodingThink,20,3,0.5014880952380952,
953,39BDA,DecodingThink,20,4,0.4965277777777778,
954,39BDA,DecodingThink,20,5,0.5,
955,39BDA,DecodingThink,21,1,0.5456349206349206,
956,39BDA,DecodingThink,21,2,0.47519841269841273,
957,39BDA,DecodingThink,21,3,0.49454365079365076,
958,39BDA,DecodingThink,21,4,0.5119047619047619,
959,39BDA,DecodingThink,21,5,0.5,
960,39BDA,DecodingThink,22,1,0.5615079365079365,
961,39BDA,DecodingThink,22,2,0.5099206349206349,
962,39BDA,DecodingThink,22,3,0.5287698412698413,
963,39BDA,DecodingThink,22,4,0.5,
964,39BDA,DecodingThink,22,5,0.5,
965,39BDA,DecodingThink,23,1,0.5545634920634921,
966,39BDA,DecodingThink,23,2,0.49900793650793657,
967,39BDA,DecodingThink,23,3,0.5,
968,39BDA,DecodingThink,23,4,0.5,
969,39BDA,DecodingThink,23,5,0.5,
970,39BDA,DecodingThink,24,1,0.5009920634920635,
971,39BDA,DecodingThink,24,2,0.4697420634920635,
972,39BDA,DecodingThink,24,3,0.4895833333333333,
973,39BDA,DecodingThink,24,4,0.4965277777777778,
974,39BDA,DecodingThink,24,5,0.5,
975,39BDA,DecodingThink,25,1,0.46378968253968256,
976,39BDA,DecodingThink,25,2,0.49107142857142855,
977,39BDA,DecodingThink,25,3,0.4895833333333333,
978,39BDA,DecodingThink,25,4,0.5,
979,39BDA,DecodingThink,25,5,0.5,
980,39BDA,DecodingThink,26,1,0.4950396825396825,
981,39BDA,DecodingThink,26,2,0.49255952380952384,
982,39BDA,DecodingThink,26,3,0.5238095238095238,
983,39BDA,DecodingThink,26,4,0.49107142857142855,
984,39BDA,DecodingThink,26,5,0.4861111111111111,
985,39BDA,DecodingThink,27,1,0.5054563492063492,
986,39BDA,DecodingThink,27,2,0.5476190476190477,
987,39BDA,DecodingThink,27,3,0.45039682539682546,
988,39BDA,DecodingThink,27,4,0.49603174603174605,
989,39BDA,DecodingThink,27,5,0.5168650793650794,
990,39BDA,DecodingThink,28,1,0.5079365079365079,
991,39BDA,DecodingThink,28,2,0.4801587301587302,
992,39BDA,DecodingThink,28,3,0.47371031746031744,
993,39BDA,DecodingThink,28,4,0.4826388888888889,
994,39BDA,DecodingThink,28,5,0.4930555555555556,
995,39BDA,DecodingThink,29,1,0.5138888888888888,
996,39BDA,DecodingThink,29,2,0.46825396825396826,
997,39BDA,DecodingThink,29,3,0.5104166666666666,
998,39BDA,DecodingThink,29,4,0.4841269841269841,
999,39BDA,DecodingThink,29,5,0.4895833333333333,
1000,40MMA,DecodingThink,5,1,0.4866723080177702,
1001,40MMA,DecodingThink,5,2,0.5202030886397292,
1002,40MMA,DecodingThink,5,3,0.4834990480220013,
1003,40MMA,DecodingThink,5,4,0.4938650306748466,
1004,40MMA,DecodingThink,5,5,0.5,
1005,40MMA,DecodingThink,6,1,0.5058176433255764,
1006,40MMA,DecodingThink,6,2,0.4930188280093082,
1007,40MMA,DecodingThink,6,3,0.49883647133488473,
1008,40MMA,DecodingThink,6,4,0.49693251533742333,
1009,40MMA,DecodingThink,6,5,0.5,
1010,40MMA,DecodingThink,7,1,0.5115295113179607,
1011,40MMA,DecodingThink,7,2,0.5086735773217685,
1012,40MMA,DecodingThink,7,3,0.5068753966574995,
1013,40MMA,DecodingThink,7,4,0.4938650306748466,
1014,40MMA,DecodingThink,7,5,0.49693251533742333,
1015,40MMA,DecodingThink,8,1,0.5422043579437275,
1016,40MMA,DecodingThink,8,2,0.5941400465411466,
1017,40MMA,DecodingThink,8,3,0.5260207319653057,
1018,40MMA,DecodingThink,8,4,0.5191453353078062,
1019,40MMA,DecodingThink,8,5,0.4938650306748466,
1020,40MMA,DecodingThink,9,1,0.558282208588957,
1021,40MMA,DecodingThink,9,2,0.4898455680135393,
1022,40MMA,DecodingThink,9,3,0.4995768986672308,
1023,40MMA,DecodingThink,9,4,0.48773006134969327,
1024,40MMA,DecodingThink,9,5,0.49693251533742333,
1025,40MMA,DecodingThink,10,1,0.4912206473450391,
1026,40MMA,DecodingThink,10,2,0.5392426486143431,
1027,40MMA,DecodingThink,10,3,0.5275015866299979,
1028,40MMA,DecodingThink,10,4,0.5087793526549609,
1029,40MMA,DecodingThink,10,5,0.4815950920245399,
